,Index,Headline,Sentiment_label,processed_text
649,649,UK manufacturing sector sees sharpest contraction in decades,NEG,uk manufacturing sector see sharpest contraction decade
650,650,"UK services sector activity at historic low, PMI data shows",NEG,pmi uk service sector activity historic low data show
651,651,UK construction output falls at fastest pace since records began,NEG,uk construction output fall fastest pace since record began
652,652,UK economy contracts by 2% in first quarter of 2020,NEG,uk economy contract first quarter
653,653,UK retail sales fall at fastest rate in 25 years,NEG,uk retail sale fall fastest rate year
654,654,UK car production halted as Covid-19 crisis hits demand,NEG,uk car production halted crisis hit demand
655,655,"UK furlough scheme extended until October, Sunak confirms",POS,sunak uk furlough scheme extended october confirms
656,656,UK GDP shrinks at fastest pace since 2008 financial crisis,NEG,uk gdp shrink fastest pace since financial crisis
657,657,UK retail footfall down 80% in April due to lockdown,NEG,uk retail footfall april due lockdown
658,658,"UK unemployment claims surge by 856,000 in April",NEG,uk unemployment claim surge april
659,659,UK hospitality sector warns of mass job losses without further aid,NEG,uk hospitality sector warns mass job loss without aid
660,660,UK airlines face legal action over refund delays,NEG,uk airline face legal action refund delay
661,661,UK high street footfall at lowest level in 20 years,NEG,uk high street footfall lowest level year
662,662,UK manufacturing output drops to lowest in a decade,NEG,uk manufacturing output drop lowest decade
663,663,UK retail sales drop sharply in March as lockdown bites,NEG,uk retail sale drop sharply march lockdown bite
664,664,UK economic activity at lowest level since 1998,NEG,uk economic activity lowest level since
665,665,UK construction sector sees record collapse in April,NEG,uk construction sector see record collapse april
666,666,UK government borrowing soars to £62bn in April,NEG,uk government borrowing soar april
667,667,UK retail sales decline at fastest pace since 2008,NEG,uk retail sale decline fastest pace since
668,668,"UK economy faces long recovery, Bank of England warns",NEG,bank england uk economy face long recovery warns
669,669,UK jobless claims rise by nearly 70% in April,NEG,uk jobless claim rise nearly april
670,670,UK retail sector sees unprecedented sales drop,NEG,uk retail sector see unprecedented sale drop
671,671,UK services sector shrinks at fastest rate on record,NEG,uk service sector shrink fastest rate record
672,672,UK manufacturing PMI hits all-time low in April,NEG,pmi uk manufacturing hit low april
673,673,"UK furlough scheme costs could reach £80bn, says OBR",NEG,obr uk furlough scheme cost could reach say
674,674,UK retail sales plunge 18.1% in April,NEG,uk retail sale plunge april
675,675,UK construction output drops 40% in April lockdown,NEG,april uk construction output drop lockdown
676,676,"UK unemployment rate could hit 10%, says Bank of England",NEG,bank england uk unemployment rate could hit say
677,677,UK GDP contracts by 5.8% in March,NEG,gdp uk contract march
678,678,UK retail sales collapse in April as shops shut,NEG,uk retail sale collapse april shop shut
679,679,UK economic output falls to lowest level in decades,NEG,uk economic output fall lowest level decade
680,680,UK services PMI at record low as lockdown hammers businesses,NEG,pmi uk service record low lockdown hammer business
681,681,UK manufacturing sector faces worst downturn in history,NEG,uk manufacturing sector face worst downturn history
682,682,UK retail sales crash by 18.4% in April,NEG,uk retail sale crash april
683,683,UK government borrowing hits £51.7bn in April,NEG,uk government borrowing hit april
684,684,UK economy shrinks at fastest pace in a century,NEG,uk economy shrink fastest pace century
685,685,UK retail sales drop to lowest level in 25 years,NEG,uk retail sale drop lowest level year
686,686,UK unemployment claims soar amid Covid-19 lockdown,NEG,uk unemployment claim soar amid lockdown
687,687,UK manufacturing output at lowest since 2008,NEG,uk manufacturing output lowest since
688,688,UK services sector sees sharpest decline since 1996,NEG,uk service sector see sharpest decline since
689,689,UK construction PMI at historic low in April,NEG,pmi uk construction historic low april
690,690,UK retail footfall plummets 85% in April,NEG,uk retail footfall plummet april
691,691,"UK economy faces deepest recession in centuries, says Goldman Sachs",NEG,goldman sachs uk economy face deepest recession century say
692,692,UK retail sales slump by record amount in April,NEG,uk retail sale slump record amount april
693,693,UK manufacturing sector contracts at fastest pace ever,NEG,uk manufacturing sector contract fastest pace ever
694,694,UK services sector activity collapses in April,NEG,uk service sector activity collapse april
695,695,UK GDP shrinks at fastest rate since 1921,NEG,uk gdp shrink fastest rate since
696,696,UK retail sales plummet in April lockdown,NEG,april uk retail sale plummet lockdown
697,697,"UK unemployment rate expected to double, says OBR",NEG,obr uk unemployment rate expected double say
698,698,UK government borrowing soars to record levels,NEG,uk government borrowing soar record level
699,699,UK retail sales fall by 19.1% in April,NEG,uk retail sale fall april
700,700,UK economy contracts at fastest pace in decades,NEG,uk economy contract fastest pace decade
701,701,UK manufacturing PMI at lowest level ever,NEG,pmi uk manufacturing lowest level ever
702,702,UK services PMI hits record low in April,NEG,pmi uk service hit record low april
703,703,UK construction output collapses in April,NEG,uk construction output collapse april
704,704,UK retail sales crash to historic lows,NEG,uk retail sale crash historic low
705,705,"UK unemployment claims surge by 856,000",NEG,uk unemployment claim surge
706,706,UK economy faces worst recession in 300 years,NEG,uk economy face worst recession year
707,707,UK retail sales drop by 18.4% in April,NEG,uk retail sale drop april
708,708,UK manufacturing output at lowest in 20 years,NEG,uk manufacturing output lowest year
709,709,UK services sector contracts at unprecedented rate,NEG,uk service sector contract unprecedented rate
710,710,UK construction PMI at all-time low,NEG,pmi uk construction low
711,711,UK retail footfall down 90% in April,NEG,uk retail footfall april
712,712,UK GDP shrinks by record amount in April,NEG,uk gdp shrink record amount april
713,713,UK retail sales plummet by 19.1% in April,NEG,uk retail sale plummet april
714,714,"UK economy faces unprecedented collapse, says Bank of England",NEG,bank england uk economy face unprecedented collapse say
715,715,UK manufacturing sector sees record contraction,NEG,uk manufacturing sector see record contraction
716,716,UK services PMI at historic low,NEG,pmi uk service historic low
717,717,UK construction output at lowest level in decades,NEG,uk construction output lowest level decade
718,718,UK retail sales crash by 20% in April,NEG,uk retail sale crash april
719,719,UK unemployment claims soar to 1.8m,NEG,uk unemployment claim soar
720,720,UK government borrowing hits record £62bn,NEG,uk government borrowing hit record
721,721,UK retail sales drop to lowest in 30 years,NEG,uk retail sale drop lowest year
722,722,UK economy shrinks at fastest pace since 2008,NEG,uk economy shrink fastest pace since
723,723,UK manufacturing PMI at all-time low,NEG,pmi uk manufacturing low
724,724,UK services sector activity at lowest since 1996,NEG,uk service sector activity lowest since
725,725,UK construction PMI hits record low,NEG,pmi uk construction hit record low
726,726,UK retail footfall plummets by 85% in April,NEG,uk retail footfall plummet april
727,727,UK GDP contracts by 20.4% in April,NEG,gdp uk contract april
728,728,UK retail sales slump by 18.1% in April,NEG,uk retail sale slump april
729,729,UK manufacturing output crashes in April,NEG,uk manufacturing output crash april
730,730,UK services PMI at lowest level in history,NEG,pmi uk service lowest level history
731,731,UK construction output drops by 40% in April,NEG,uk construction output drop april
