,0
3797,VW rejects Trump envoy's take on Iran pullout
3798,U.S. existing home sales unchanged in August
3799,Tesla Model 3 gets 5-star rating from U.S. safety agency
3800,"What sector overhaul means for tech stocks, Wall Street"
3801,Alibaba's Jack Ma says U.S.-China trade war ends 1 million U.S. jobs promise: Xinhua
3802,Alibaba's Jack Ma says people should prepare for 20 years of China-U.S. trade war
3803,U.S. weekly jobless claims fall as labor market strength continues
3804,Japan fashion guru Maezawa lands first SpaceX moon flight
3805,Factbox: How the auction process for Sky will work
3806,Under fire Danske Bank faces fresh money laundering inquiry
3807,"Nestle aims to shed skin unit to focus on food, nutrition"
3808,Facebook and Twitter must comply with EU consumer rules or face sanctions
3809,LVMH watches head Biver to drop operations role
3810,Lime's next stop in scooter global expansion: Florida and Austria
3811,"EU says McDonald's, Luxembourg tax deal not illegal"
3812,Japan clothing magnate Maezawa chases spot in business firmament
3813,"China urges U.S. to show sincerity, correct behavior in trade actions"
3814,China paper warns it won't play defense on trade as Trump lauds tariffs
3815,China plans import tariff cuts as soon as October: Bloomberg
3816,Forecasters unanimous: U.S.-China trade war bad for economy - Reuters poll
3817,"Volkswagen pulls out of Iran, according to U.S. official: Bloomberg"
3818,Trump intends to nominate ex-Fed economist Liang for Fed board seat: White House
3819,"Canada PM urges some U.S. flexibility in NAFTA, talks seen slow"
3820,British American Tobacco has candidate to replace retiring chief exec
3821,U.S. judge dismisses GM ignition switch criminal case
3822,"S&P 500, Dow up as rising treasury yields boost banks"
3823,Goldman names Dan Dees as new investment banking co-chief
3824,"Mars aims to tackle ""broken"" cocoa model with new sustainability scheme"
3825,"Stocks rally for a second day, setting aside trade fears"
3826,"Amazon considering opening up to 3,000 cashierless stores by 2021: Bbg"
3827,"Delta joins United, JetBlue in hiking U.S. baggage fees to $30"
3828,SEC sues U.S. breast-implant company's ex-CEO after stock dive
3829,DoubleLine's Gundlach warns U.S. Treasury yields headed higher
3830,"U.S., China have lots of 'ammunition' and trade spat could escalate -WTO chief"
3831,Bank of America to pay $30 million 'manipulation' penalty: CFTC
3832,Renault-Nissan adopts Android in coup for Google
3833,Amazon's use of merchant data under EU microscope
3834,BALPA union sees Ryanair industrial unrest continuing for foreseeable future
3835,U.S. prosecutors charge three men in $364 million Ponzi scheme
3836,Goldman names Dan Dees as new investment-banking co-chief: Bloomberg
3837,Goldman Sachs nears deal to sell its fintech app: source
3838,Strap on the Fitbit: John Hancock to sell only interactive life insurance
3839,China's Tencent Music seeks $2 billion in U.S. IPO: sources
3840,"China says won't weaken currency to boost exports, as U.S. tariffs mount"
3841,Luxembourg welcomes EU ruling on McDonald's taxes
3842,AutoNation's Mike Jackson to step down as CEO next year
3843,"Toshiba Memory chief shrugs off price concerns, sticks with IPO plans"
3844,China to penalize $60 billion of U.S. imports in tit-for-tat move
3845,"KPMG admits misconduct on BNY Mellon reports, says watchdog"
3846,China's Alibaba doubles down on chips amid cloud computing push
3847,"SAP, Alibaba team up on cloud services"
3848,AstraZeneca plots China robot offensive to counter price cuts
3849,"Renault, VW and Fiat Chrysler sales surged before stiffer EU emissions tests"
3850,Inside China's strategy in the soybean trade war
3851,Factbox: China's low-soy pig diet and the impact on soybean use
3852,Asian firms' confidence sinks to near three-year low on trade war fears: Thomson Reuters/INSEAD poll
3853,China's Premier Li says unilateral trade actions will not resolve problems
3854,Wall Street bounces back as investors shrug off trade tensions
3855,U.S. senators seek punishment if China's ZTE violates deal
3856,U.S. Justice Department probes Musk statement on taking Tesla private
3857,Danske Bank set to shed light on Russian money flows to Europe
3858,Exclusive: Indian police scrutinize major law firm in PNB fraud probe after documents moved
3859,WeWork tops JPMorgan as No. 1 New York tenant as coworking booms
3860,"Exclusive: Nestle, Unilever, Coke make bids in $4 billion-plus GSK India sale - sources"
3861,"Global stocks rise as no harm seen in trade row, dollar gains"
3862,China LNG tariff casts shadow over new U.S. export terminals
3863,Cryptocurrency exchanges at risk of manipulation: report
3864,"SeaWorld, ex-CEO settle SEC charges they hid 'Blackfish' impact"
3865,"Ferrari plans 15 new models, SUV to deliver earnings growth"
3866,Trump says U.S. may make a trade deal with China at some point
3867,"Audi launches electric SUV in Tesla's backyard, with assist from Amazon"
3868,"SunPower receives exemption from Trump tariffs, shares soar"
3869,"Visa, Mastercard reach $6.2 billion settlement over card-swipe fees"
3870,"EU probes VW, BMW, Daimler over alleged emissions collusion"
3871,Exclusive: Qualcomm prepares to add new board directors - sources
3872,Apple's new iPhones a slight notch above the X: reviewers
3873,"Canada, U.S. to hold fresh top-level NAFTA talks Wednesday: Ottawa"
3874,Coke eyes cannabis-infused drink market
3875,Ireland collects disputed Apple taxes in full ahead of appeal
3876,EU to scrap lawsuit against Ireland after Apple pays back taxes
3877,Investors raise cash buffers as gloom gathers over global economy: BAML survey
3878,"China says Trump forces its hand, will retaliate against new U.S. tariffs"
3879,U.S. gives rare earths reprieve in revised $200 billion China tariff list
3880,Alibaba's Jack Ma says U.S.-China trade friction could last 20 years
3881,Escalation in U.S.-Chinese trade conflict hits German firms: BDI
3882,China says filed complaint to WTO against latest U.S. tariffs
3883,Apple CEO says optimistic on U.S.-China trade talks
3884,Ryanair aims for union agreement in Germany before Christmas
3885,U.S.'s Ross says China must decide on trade talks: CNBC
3886,U.S. tech giants eye AI key to unlock China push
3887,New U.S. tariffs on China are unfortunate: EU trade chief
3888,"China says U.S. has not been sincere, talks only correct way to resolve trade issue"
3889,TomTom shares crash as carmakers opt for Google Maps
3890,Ferrari looks to iconic past designs with new Monza models
3891,Aldi expands U.S. Instacart delivery tie-up in time for Thanksgiving
3892,China says has no choice but to retaliate against latest U.S. tariffs
3893,"Trade war impact on China's economy not big, but stocks, FX need to be watched - central bank adviser"
3894,Headwinds before takeoff for new Thai Airways team
3895,Japan calls for early solution to U.S.-China trade war
3896,China unlikely to send trade delegation to U.S. after new tariffs: SCMP
3897,"New U.S. trade action 'poisons' atmosphere, won't work on China: regulator"
3898,"China commerce minister says U.S. unilateralism, protectionism will hurt global economy"
3899,U.S. duties spare Apple gadgets but hit cloud industry
3900,ADB ramps up Pacific presence as aid donors jostle for influence
3901,China set to convene meeting on Tuesday to discuss response to U.S. tariffs - Bloomberg
3902,U.S. stock futures fall after Trump announces new round of tariffs
3903,FedEx quarterly profit misses Wall Street estimate
3904,Most U.S. states lack reserves to weather next recession: S&P
3905,Tech group chief says some consumer devices dropped from Trump tariff list
3906,"Oracle first-quarter revenue misses estimates, shares fall"
3907,Tyson Foods CEO steps down for personal reasons
3908,"Cigna deal gets antitrust nod, positive sign for CVS/Aetna"
3909,Bombardier expects Global 7500 jet certification this month: sources
3910,Symantec names three Starboard nominees to board
3911,"New U.S. tariff threat on Chinese goods hits stocks, dollar"
3912,Trump says he will announce decision on China tariffs after market close
3913,Saudi's PIF invests more than $1 billion in electric carmaker Lucid Motors
3914,U.S. review of CVS deal for Aetna may end soon: source
3915,Trump economic adviser says U.S. wants serious trade talks with China
3916,"Oil near flat as market weighs U.S.-China trade tensions, Iran sanctions"
3917,Trump adviser eyes entitlement cuts to plug U.S. budget gaps
3918,Goldman names Tim O'Neill as vice-chairman: memo
3919,Hearings in Volkswagen investor lawsuit on hold until end-November
3920,"Qualcomm, Apple kick off second trial seeking iPhone import ban"
3921,Novartis links bonuses to ethics in bid to rebuild reputation
3922,Fox says Sky shareholders have until October 6 to accept offer
3923,"UPS to hire 100,000 for holiday season, up 5 percent from last year"
3924,Activist ValueAct raises stake in Horizon Discovery
3925,Amazon investigating claims of employees leaking data for bribes
3926,"JD.com CEO, under investigation for rape allegation, skips China forum"
3927,Musk says Tesla now in 'delivery logistics hell'
3928,DowDuPont CEO Breen takes executive chair role in new DuPont
3929,Citigroup hires three software investment bankers
3930,Ferrari investors want assurance on targets and SUV plans
3931,EU regulators to rule on Disney's $71 billion bid for Fox assets by October 19
3932,How JPMorgan's CFO became the top prospect to succeed Dimon
3933,EU antitrust ruling on Microsoft buy of GitHub due by October 19
3934,"As its trading debut looms, China's Meituan locked in battle of super-apps"
3935,"High U.S. stock valuations hinge on inflation, interest rates"
3936,Take Five: World markets themes for the week ahead
3937,Tesla to bring most collision repairs in-house: Musk
3938,Meredith Corp to sell Time media brand to Marc and Lynne Benioff
3939,Fire contained at Tesla Gigafactory in Nevada
3940,"Deutsche to shift more assets to Frankfurt, ringfence UK operations after Brexit: source"
3941,Carmakers must offer customers incentives to replace diesel models: German minister
3942,China may reject new trade talks if more tariffs imposed: WSJ
3943,'Illusion' to think states can completely prevent financial crises: Weidmann
3944,"Tariffs threaten market-leading tech, consumer stocks"
3945,JP Morgan chief Dimon says shouldn't have made remarks about Trump
3946,Trump 'likely' to announce new China tariffs as early as Monday: source
3947,Exclusive: Saudi Arabia to auction detained tycoon's real estate assets - sources
3948,"BMW to recall more than 139,000 of its 3-series cars in China from November"
3949,"BMW drives to cut battery costs, share costs on autonomous vehicles: executive"
3950,Credit Suisse CEO targets annual profit of 5-6 billion Swiss francs: newspaper
3951,Iran says Saudi Arabia and Russia have taken oil market 'hostage': SHANA
3952,"Campbell, Third Point urge shareholders to vote for two different boards"
3953,Brazil space station open for small satellite business
3954,Oil mixed as China tariff talk scotches early rally
3955,Lockheed wins contract for U.S. Air Force GPS satellites
3956,Trump readies tariffs on $200 billion more Chinese goods despite talks: source
3957,Volkswagen to end production of the Beetle next year
3958,Volvo Cars seeks U.S. tariff exemption for Chinese-made SUV
3959,"Trade conflict looms but higher rates, oil prices help some stocks"
